"";"BMS";"DOMEIN_ID";"BOS_BHI";"Omtrek";"OmtrekklassetypeID";"Omtrekklasse";"Hoogte";"Modeltype"
"2890";"Douglasspar";"DomVBR09420";"Zoni?nwoud";0,25;4;"20 - 30";10,173130646198;"basismodel"
"2891";"Douglasspar";"DomWVL09073";"Helleketelbos";0,25;4;"20 - 30";7,45236205043497;"basismodel"
"2892";"Douglasspar";"DomWVL09192";"Rijckevelde";0,25;4;"20 - 30";4,6744655100212;"basismodel"
"2893";"Douglasspar";"DomWVL09226";"Tillegembos";0,25;4;"20 - 30";9,62565117672323;"basismodel"
"2894";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";0,35;5;"30 - 40";10,688212259137;"basismodel"
"2895";"Douglasspar";"DomANT09215";"Gewestbos Ravels";0,35;5;"30 - 40";9,01812289457948;"basismodel"
"2896";"Douglasspar";"DomANT09241";"Grotenhout";0,35;5;"30 - 40";7,43727519130084;"basismodel"
"2897";"Douglasspar";"DomANT09298";"Hoge Vijvers";0,35;5;"30 - 40";11,3847670239845;"basismodel"
"2898";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";0,35;5;"30 - 40";10,9473985040175;"basismodel"
"2899";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";0,35;5;"30 - 40";9,85997041951019;"basismodel"
"2900";"Douglasspar";"DomLIM09471";"Pijnven";0,35;5;"30 - 40";11,5238353450664;"basismodel"
"2901";"Douglasspar";"DomOVL09051";"Drongengoed";0,35;5;"30 - 40";8,15215959131526;"basismodel"
"2902";"Douglasspar";"DomVBR09169";"Heverleebos";0,35;5;"30 - 40";16,4675125387628;"basismodel"
"2903";"Douglasspar";"DomVBR09243";"Meerdaalwoud";0,35;5;"30 - 40";16,4687651692464;"basismodel"
"2904";"Douglasspar";"DomVBR09420";"Zoni?nwoud";0,35;5;"30 - 40";13,5615711432411;"basismodel"
"2905";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";0,35;5;"30 - 40";14,345028997142;"basismodel"
"2906";"Douglasspar";"DomWVL09073";"Helleketelbos";0,35;5;"30 - 40";11,4546204220299;"basismodel"
"2907";"Douglasspar";"DomWVL09192";"Rijckevelde";0,35;5;"30 - 40";9,79179530074946;"basismodel"
"2908";"Douglasspar";"DomWVL09226";"Tillegembos";0,35;5;"30 - 40";13,1078186071672;"basismodel"
"2909";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";0,45;6;"40 - 50";13,2855401762079;"basismodel"
"2910";"Douglasspar";"DomANT09215";"Gewestbos Ravels";0,45;6;"40 - 50";11,4978000068157;"basismodel"
"2911";"Douglasspar";"DomANT09241";"Grotenhout";0,45;6;"40 - 50";9,57963848238537;"basismodel"
"2912";"Douglasspar";"DomANT09298";"Hoge Vijvers";0,45;6;"40 - 50";13,5331460336456;"basismodel"
"2913";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";0,45;6;"40 - 50";14,2131127464705;"basismodel"
"2914";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";0,45;6;"40 - 50";13,1395587747063;"basismodel"
"2915";"Douglasspar";"DomLIM09471";"Pijnven";0,45;6;"40 - 50";14,2213498563517;"basismodel"
"2916";"Douglasspar";"DomOVL09051";"Drongengoed";0,45;6;"40 - 50";10,4716809349147;"basismodel"
"2917";"Douglasspar";"DomVBR09169";"Heverleebos";0,45;6;"40 - 50";18,7658676812405;"basismodel"
"2918";"Douglasspar";"DomVBR09186";"Kapucijnenbos";0,45;6;"40 - 50";15,8961252046925;"basismodel"
"2919";"Douglasspar";"DomVBR09243";"Meerdaalwoud";0,45;6;"40 - 50";18,9502666811273;"basismodel"
"2920";"Douglasspar";"DomVBR09420";"Zoni?nwoud";0,45;6;"40 - 50";16,3681496147358;"basismodel"
"2921";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";0,45;6;"40 - 50";16,7312672633485;"basismodel"
"2922";"Douglasspar";"DomWVL09073";"Helleketelbos";0,45;6;"40 - 50";14,2797427242229;"basismodel"
"2923";"Douglasspar";"DomWVL09192";"Rijckevelde";0,45;6;"40 - 50";13,4722804991036;"basismodel"
"2924";"Douglasspar";"DomWVL09226";"Tillegembos";0,45;6;"40 - 50";15,6446461807021;"basismodel"
"2925";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";0,55;7;"50 - 60";15,3323868890318;"basismodel"
"2926";"Douglasspar";"DomANT09215";"Gewestbos Ravels";0,55;7;"50 - 60";13,5947827087897;"basismodel"
"2927";"Douglasspar";"DomANT09241";"Grotenhout";0,55;7;"50 - 60";11,468245099608;"basismodel"
"2928";"Douglasspar";"DomANT09298";"Hoge Vijvers";0,55;7;"50 - 60";15,2702617751505;"basismodel"
"2929";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";0,55;7;"50 - 60";16,6236509038045;"basismodel"
"2930";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";0,55;7;"50 - 60";15,8067521960374;"basismodel"
"2931";"Douglasspar";"DomLIM09471";"Pijnven";0,55;7;"50 - 60";16,2898104354968;"basismodel"
"2932";"Douglasspar";"DomOVL09051";"Drongengoed";0,55;7;"50 - 60";12,4722954387256;"basismodel"
"2933";"Douglasspar";"DomVBR09169";"Heverleebos";0,55;7;"50 - 60";20,6571386948482;"basismodel"
"2934";"Douglasspar";"DomVBR09186";"Kapucijnenbos";0,55;7;"50 - 60";19,1569946411935;"basismodel"
"2935";"Douglasspar";"DomVBR09243";"Meerdaalwoud";0,55;7;"50 - 60";20,9190709609412;"basismodel"
"2936";"Douglasspar";"DomVBR09420";"Zoni?nwoud";0,55;7;"50 - 60";18,7784516415625;"basismodel"
"2937";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";0,55;7;"50 - 60";18,7946161509971;"basismodel"
"2938";"Douglasspar";"DomWVL09073";"Helleketelbos";0,55;7;"50 - 60";16,4347375218832;"basismodel"
"2939";"Douglasspar";"DomWVL09125";"Bulskampveld provincie";0,55;7;"50 - 60";13,7955034319369;"basismodel"
"2940";"Douglasspar";"DomWVL09192";"Rijckevelde";0,55;7;"50 - 60";16,3240875725131;"basismodel"
"2941";"Douglasspar";"DomWVL09226";"Tillegembos";0,55;7;"50 - 60";17,6309445676706;"basismodel"
"2942";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";0,65;8;"60 - 70";17,0180026213897;"basismodel"
"2943";"Douglasspar";"DomANT09215";"Gewestbos Ravels";0,65;8;"60 - 70";15,4197177849706;"basismodel"
"2944";"Douglasspar";"DomANT09241";"Grotenhout";0,65;8;"60 - 70";13,1610014275858;"basismodel"
"2945";"Douglasspar";"DomANT09298";"Hoge Vijvers";0,65;8;"60 - 70";16,7310492562154;"basismodel"
"2946";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";0,65;8;"60 - 70";18,4968902559813;"basismodel"
"2947";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";0,65;8;"60 - 70";18,059977382065;"basismodel"
"2948";"Douglasspar";"DomLIM09471";"Pijnven";0,65;8;"60 - 70";17,9538768856784;"basismodel"
"2949";"Douglasspar";"DomOVL09051";"Drongengoed";0,65;8;"60 - 70";14,2383498272406;"basismodel"
"2950";"Douglasspar";"DomVBR09146";"Hallerbos";0,65;8;"60 - 70";19,4863694979044;"basismodel"
"2951";"Douglasspar";"DomVBR09169";"Heverleebos";0,65;8;"60 - 70";22,2695569006282;"basismodel"
"2952";"Douglasspar";"DomVBR09186";"Kapucijnenbos";0,65;8;"60 - 70";21,8074182408;"basismodel"
"2953";"Douglasspar";"DomVBR09243";"Meerdaalwoud";0,65;8;"60 - 70";22,5495001774017;"basismodel"
"2954";"Douglasspar";"DomVBR09420";"Zoni?nwoud";0,65;8;"60 - 70";20,8996361174144;"basismodel"
"2955";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";0,65;8;"60 - 70";20,6193040226821;"basismodel"
"2956";"Douglasspar";"DomWVL09073";"Helleketelbos";0,65;8;"60 - 70";18,1604396844686;"basismodel"
"2957";"Douglasspar";"DomWVL09125";"Bulskampveld provincie";0,65;8;"60 - 70";15,7316938656448;"basismodel"
"2958";"Douglasspar";"DomWVL09192";"Rijckevelde";0,65;8;"60 - 70";18,6392299946944;"basismodel"
"2959";"Douglasspar";"DomWVL09226";"Tillegembos";0,65;8;"60 - 70";19,2578653099033;"basismodel"
"2960";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";0,75;9;"70 - 80";18,4486732312453;"basismodel"
"2961";"Douglasspar";"DomANT09215";"Gewestbos Ravels";0,75;9;"70 - 80";17,0402349066976;"basismodel"
"2962";"Douglasspar";"DomANT09241";"Grotenhout";0,75;9;"70 - 80";14,6981245697941;"basismodel"
"2963";"Douglasspar";"DomANT09298";"Hoge Vijvers";0,75;9;"70 - 80";17,992983236621;"basismodel"
"2964";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";0,75;9;"70 - 80";20,0050913484007;"basismodel"
"2965";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";0,75;9;"70 - 80";20,0138508252192;"basismodel"
"2966";"Douglasspar";"DomLIM09471";"Pijnven";0,75;9;"70 - 80";19,3375185228372;"basismodel"
"2967";"Douglasspar";"DomOVL09051";"Drongengoed";0,75;9;"70 - 80";15,8238499298988;"basismodel"
"2968";"Douglasspar";"DomVBR09146";"Hallerbos";0,75;9;"70 - 80";21,4567350523055;"basismodel"
"2969";"Douglasspar";"DomVBR09169";"Heverleebos";0,75;9;"70 - 80";23,6782140408223;"basismodel"
"2970";"Douglasspar";"DomVBR09186";"Kapucijnenbos";0,75;9;"70 - 80";24,0314368467803;"basismodel"
"2971";"Douglasspar";"DomVBR09243";"Meerdaalwoud";0,75;9;"70 - 80";23,9399649052368;"basismodel"
"2972";"Douglasspar";"DomVBR09420";"Zoni?nwoud";0,75;9;"70 - 80";22,7995140667092;"basismodel"
"2973";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";0,75;9;"70 - 80";22,2596605120838;"basismodel"
"2974";"Douglasspar";"DomWVL09073";"Helleketelbos";0,75;9;"70 - 80";19,589363696853;"basismodel"
"2975";"Douglasspar";"DomWVL09093";"Kampagne";0,75;9;"70 - 80";16,8514808895279;"basismodel"
"2976";"Douglasspar";"DomWVL09125";"Bulskampveld provincie";0,75;9;"70 - 80";17,4680221894734;"basismodel"
"2977";"Douglasspar";"DomWVL09192";"Rijckevelde";0,75;9;"70 - 80";20,5798385278733;"basismodel"
"2978";"Douglasspar";"DomWVL09226";"Tillegembos";0,75;9;"70 - 80";20,6322675577519;"basismodel"
"2979";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";0,85;10;"80 - 90";19,6899844529837;"basismodel"
"2980";"Douglasspar";"DomANT09215";"Gewestbos Ravels";0,85;10;"80 - 90";18,5009324720566;"basismodel"
"2981";"Douglasspar";"DomANT09241";"Grotenhout";0,85;10;"80 - 90";16,1084501004062;"basismodel"
"2982";"Douglasspar";"DomANT09298";"Hoge Vijvers";0,85;10;"80 - 90";19,104755179757;"basismodel"
"2983";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";0,85;10;"80 - 90";21,2512796732747;"basismodel"
"2984";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";0,85;10;"80 - 90";21,7407578573548;"basismodel"
"2985";"Douglasspar";"DomLIM09471";"Pijnven";0,85;10;"80 - 90";20,5160825365304;"basismodel"
"2986";"Douglasspar";"DomOVL09051";"Drongengoed";0,85;10;"80 - 90";17,2655860861387;"basismodel"
"2987";"Douglasspar";"DomVBR09146";"Hallerbos";0,85;10;"80 - 90";23,2046284612741;"basismodel"
"2988";"Douglasspar";"DomVBR09169";"Heverleebos";0,85;10;"80 - 90";24,9310527071834;"basismodel"
"2989";"Douglasspar";"DomVBR09186";"Kapucijnenbos";0,85;10;"80 - 90";25,9415941955546;"basismodel"
"2990";"Douglasspar";"DomVBR09243";"Meerdaalwoud";0,85;10;"80 - 90";25,151456844988;"basismodel"
"2991";"Douglasspar";"DomVBR09420";"Zoni?nwoud";0,85;10;"80 - 90";24,5239134095098;"basismodel"
"2992";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";0,85;10;"80 - 90";23,7528795712747;"basismodel"
"2993";"Douglasspar";"DomWVL09073";"Helleketelbos";0,85;10;"80 - 90";20,8018482446541;"basismodel"
"2994";"Douglasspar";"DomWVL09093";"Kampagne";0,85;10;"80 - 90";17,8713416139288;"basismodel"
"2995";"Douglasspar";"DomWVL09125";"Bulskampveld provincie";0,85;10;"80 - 90";19,045528882038;"basismodel"
"2996";"Douglasspar";"DomWVL09192";"Rijckevelde";0,85;10;"80 - 90";22,244983334705;"basismodel"
"2997";"Douglasspar";"DomWVL09226";"Tillegembos";0,85;10;"80 - 90";21,8198325700784;"basismodel"
"2998";"Douglasspar";"DomWVL09258";"Wijnendale";0,85;10;"80 - 90";22,3241248339272;"basismodel"
"2999";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";0,95;11;"90 - 100";20,785219875248;"basismodel"
"3000";"Douglasspar";"DomANT09215";"Gewestbos Ravels";0,95;11;"90 - 100";19,8328904804284;"basismodel"
"3001";"Douglasspar";"DomANT09241";"Grotenhout";0,95;11;"90 - 100";17,4133176443217;"basismodel"
"3002";"Douglasspar";"DomANT09298";"Hoge Vijvers";0,95;11;"90 - 100";20,0990073249681;"basismodel"
"3003";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";0,95;11;"90 - 100";22,3015675264807;"basismodel"
"3004";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";0,95;11;"90 - 100";23,2894228622136;"basismodel"
"3005";"Douglasspar";"DomLIM09471";"Pijnven";0,95;11;"90 - 100";21,5386335052476;"basismodel"
"3006";"Douglasspar";"DomOVL09051";"Drongengoed";0,95;11;"90 - 100";18,5898294367806;"basismodel"
"3007";"Douglasspar";"DomVBR09146";"Hallerbos";0,95;11;"90 - 100";24,7770809751262;"basismodel"
"3008";"Douglasspar";"DomVBR09169";"Heverleebos";0,95;11;"90 - 100";26,0606356011392;"basismodel"
"3009";"Douglasspar";"DomVBR09186";"Kapucijnenbos";0,95;11;"90 - 100";27,6115765901565;"basismodel"
"3010";"Douglasspar";"DomVBR09243";"Meerdaalwoud";0,95;11;"90 - 100";26,2243803401673;"basismodel"
"3011";"Douglasspar";"DomVBR09420";"Zoni?nwoud";0,95;11;"90 - 100";26,105367821554;"basismodel"
"3012";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";0,95;11;"90 - 100";25,125615824337;"basismodel"
"3013";"Douglasspar";"DomWVL09073";"Helleketelbos";0,95;11;"90 - 100";21,8500903192159;"basismodel"
"3014";"Douglasspar";"DomWVL09093";"Kampagne";0,95;11;"90 - 100";18,7613641542169;"basismodel"
"3015";"Douglasspar";"DomWVL09125";"Bulskampveld provincie";0,95;11;"90 - 100";20,4934377815124;"basismodel"
"3016";"Douglasspar";"DomWVL09192";"Rijckevelde";0,95;11;"90 - 100";23,6994854757039;"basismodel"
"3017";"Douglasspar";"DomWVL09226";"Tillegembos";0,95;11;"90 - 100";22,863758579143;"basismodel"
"3018";"Douglasspar";"DomWVL09258";"Wijnendale";0,95;11;"90 - 100";23,6686007679703;"basismodel"
"3019";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";1,05;12;"100 - 110";21,7644244856617;"basismodel"
"3020";"Douglasspar";"DomANT09215";"Gewestbos Ravels";1,05;12;"100 - 110";21,0586984013689;"basismodel"
"3021";"Douglasspar";"DomANT09241";"Grotenhout";1,05;12;"100 - 110";18,6289638443627;"basismodel"
"3022";"Douglasspar";"DomANT09298";"Hoge Vijvers";1,05;12;"100 - 110";20,9987113121124;"basismodel"
"3023";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";1,05;12;"100 - 110";23,2006872732423;"basismodel"
"3024";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";1,05;12;"100 - 110";24,6942553160614;"basismodel"
"3025";"Douglasspar";"DomLIM09471";"Pijnven";1,05;12;"100 - 110";22,4388216327036;"basismodel"
"3026";"Douglasspar";"DomOVL09051";"Drongengoed";1,05;12;"100 - 110";19,8160435739749;"basismodel"
"3027";"Douglasspar";"DomVBR09146";"Hallerbos";1,05;12;"100 - 110";26,2074508296125;"basismodel"
"3028";"Douglasspar";"DomVBR09169";"Heverleebos";1,05;12;"100 - 110";27,0901348244541;"basismodel"
"3029";"Douglasspar";"DomVBR09186";"Kapucijnenbos";1,05;12;"100 - 110";29,0921706663665;"basismodel"
"3030";"Douglasspar";"DomVBR09243";"Meerdaalwoud";1,05;12;"100 - 110";27,1868758613105;"basismodel"
"3031";"Douglasspar";"DomVBR09420";"Zoni?nwoud";1,05;12;"100 - 110";27,567871808757;"basismodel"
"3032";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";1,05;12;"100 - 110";26,3976712641496;"basismodel"
"3033";"Douglasspar";"DomWVL09073";"Helleketelbos";1,05;12;"100 - 110";22,7698147411139;"basismodel"
"3034";"Douglasspar";"DomWVL09093";"Kampagne";1,05;12;"100 - 110";19,5491391086219;"basismodel"
"3035";"Douglasspar";"DomWVL09125";"Bulskampveld provincie";1,05;12;"100 - 110";21,8333531991537;"basismodel"
"3036";"Douglasspar";"DomWVL09192";"Rijckevelde";1,05;12;"100 - 110";24,9879943054413;"basismodel"
"3037";"Douglasspar";"DomWVL09226";"Tillegembos";1,05;12;"100 - 110";23,7939398282808;"basismodel"
"3038";"Douglasspar";"DomWVL09258";"Wijnendale";1,05;12;"100 - 110";24,8893175995551;"basismodel"
"3039";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";1,15;13;"110 - 120";22,6492923155116;"basismodel"
"3040";"Douglasspar";"DomANT09215";"Gewestbos Ravels";1,15;13;"110 - 120";22,1953279270732;"basismodel"
"3041";"Douglasspar";"DomANT09241";"Grotenhout";1,15;13;"110 - 120";19,7680391130349;"basismodel"
"3042";"Douglasspar";"DomANT09298";"Hoge Vijvers";1,15;13;"110 - 120";21,8206577349082;"basismodel"
"3043";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";1,15;13;"110 - 120";23,9801836725963;"basismodel"
"3044";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";1,15;13;"110 - 120";25,9804831956514;"basismodel"
"3045";"Douglasspar";"DomLIM09471";"Pijnven";1,15;13;"110 - 120";23,2406788126369;"basismodel"
"3046";"Douglasspar";"DomOVL09051";"Drongengoed";1,15;13;"110 - 120";20,9590812235912;"basismodel"
"3047";"Douglasspar";"DomVBR09146";"Hallerbos";1,15;13;"110 - 120";27,5202876780433;"basismodel"
"3048";"Douglasspar";"DomVBR09169";"Heverleebos";1,15;13;"110 - 120";28,0366521146544;"basismodel"
"3049";"Douglasspar";"DomVBR09186";"Kapucijnenbos";1,15;13;"110 - 120";30,4198112807938;"basismodel"
"3050";"Douglasspar";"DomVBR09243";"Meerdaalwoud";1,15;13;"110 - 120";28,0593235168712;"basismodel"
"3051";"Douglasspar";"DomVBR09420";"Zoni?nwoud";1,15;13;"110 - 120";28,9296692870153;"basismodel"
"3052";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";1,15;13;"110 - 120";27,5841899550691;"basismodel"
"3053";"Douglasspar";"DomWVL09073";"Helleketelbos";1,15;13;"110 - 120";23,5864864804511;"basismodel"
"3054";"Douglasspar";"DomWVL09093";"Kampagne";1,15;13;"110 - 120";20,2544378746818;"basismodel"
"3055";"Douglasspar";"DomWVL09125";"Bulskampveld provincie";1,15;13;"110 - 120";23,0817328780671;"basismodel"
"3056";"Douglasspar";"DomWVL09192";"Rijckevelde";1,15;13;"110 - 120";26,142523961013;"basismodel"
"3057";"Douglasspar";"DomWVL09226";"Tillegembos";1,15;13;"110 - 120";24,631901955868;"basismodel"
"3058";"Douglasspar";"DomWVL09258";"Wijnendale";1,15;13;"110 - 120";26,007878393397;"basismodel"
"3059";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";1,25;14;"120 - 130";23,4559913451964;"basismodel"
"3060";"Douglasspar";"DomANT09215";"Gewestbos Ravels";1,25;14;"120 - 130";23,2558766646585;"basismodel"
"3061";"Douglasspar";"DomANT09241";"Grotenhout";1,25;14;"120 - 130";20,840601110136;"basismodel"
"3062";"Douglasspar";"DomANT09298";"Hoge Vijvers";1,25;14;"120 - 130";22,5774986995871;"basismodel"
"3063";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";1,25;14;"120 - 130";24,6630536783571;"basismodel"
"3064";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";1,25;14;"120 - 130";27,1671681610452;"basismodel"
"3065";"Douglasspar";"DomLIM09471";"Pijnven";1,25;14;"120 - 130";23,9619351243487;"basismodel"
"3066";"Douglasspar";"DomOVL09051";"Drongengoed";1,25;14;"120 - 130";22,0305545994067;"basismodel"
"3067";"Douglasspar";"DomVBR09146";"Hallerbos";1,25;14;"120 - 130";28,7342024926641;"basismodel"
"3068";"Douglasspar";"DomVBR09169";"Heverleebos";1,25;14;"120 - 130";28,9131845232878;"basismodel"
"3069";"Douglasspar";"DomVBR09186";"Kapucijnenbos";1,25;14;"120 - 130";31,6214922028753;"basismodel"
"3070";"Douglasspar";"DomVBR09243";"Meerdaalwoud";1,25;14;"120 - 130";28,8569536622378;"basismodel"
"3071";"Douglasspar";"DomVBR09420";"Zoni?nwoud";1,25;14;"120 - 130";30,2049811185734;"basismodel"
"3072";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";1,25;14;"120 - 130";28,6970331682249;"basismodel"
"3073";"Douglasspar";"DomWVL09073";"Helleketelbos";1,25;14;"120 - 130";24,3188595517897;"basismodel"
"3074";"Douglasspar";"DomWVL09093";"Kampagne";1,25;14;"120 - 130";20,8918933323562;"basismodel"
"3075";"Douglasspar";"DomWVL09125";"Bulskampveld provincie";1,25;14;"120 - 130";24,2514255041055;"basismodel"
"3076";"Douglasspar";"DomWVL09192";"Rijckevelde";1,25;14;"120 - 130";27,1867808476248;"basismodel"
"3077";"Douglasspar";"DomWVL09226";"Tillegembos";1,25;14;"120 - 130";25,3936469846733;"basismodel"
"3078";"Douglasspar";"DomWVL09258";"Wijnendale";1,25;14;"120 - 130";27,0406232388174;"basismodel"
"3079";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";1,35;15;"130 - 140";24,1968884807681;"basismodel"
"3080";"Douglasspar";"DomANT09215";"Gewestbos Ravels";1,35;15;"130 - 140";24,2506789816966;"basismodel"
"3081";"Douglasspar";"DomANT09241";"Grotenhout";1,35;15;"130 - 140";21,8547860190929;"basismodel"
"3082";"Douglasspar";"DomANT09298";"Hoge Vijvers";1,35;15;"130 - 140";23,2790092942575;"basismodel"
"3083";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";1,35;15;"130 - 140";25,2665270436733;"basismodel"
"3084";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";1,35;15;"130 - 140";28,2690734004685;"basismodel"
"3085";"Douglasspar";"DomLIM09471";"Pijnven";1,35;15;"130 - 140";24,6160254889226;"basismodel"
"3086";"Douglasspar";"DomOVL09051";"Drongengoed";1,35;15;"130 - 140";23,0397279059137;"basismodel"
"3087";"Douglasspar";"DomVBR09146";"Hallerbos";1,35;15;"130 - 140";29,8636523257713;"basismodel"
"3088";"Douglasspar";"DomVBR09169";"Heverleebos";1,35;15;"130 - 140";29,729850544089;"basismodel"
"3089";"Douglasspar";"DomVBR09186";"Kapucijnenbos";1,35;15;"130 - 140";32,7177483003182;"basismodel"
"3090";"Douglasspar";"DomVBR09243";"Meerdaalwoud";1,35;15;"130 - 140";29,5914452906333;"basismodel"
"3091";"Douglasspar";"DomVBR09420";"Zoni?nwoud";1,35;15;"130 - 140";31,4051240647686;"basismodel"
"3092";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";1,35;15;"130 - 140";29,7456780812091;"basismodel"
"3093";"Douglasspar";"DomWVL09073";"Helleketelbos";1,35;15;"130 - 140";24,9811210545051;"basismodel"
"3094";"Douglasspar";"DomWVL09093";"Kampagne";1,35;15;"130 - 140";21,4726262626078;"basismodel"
"3095";"Douglasspar";"DomWVL09125";"Bulskampveld provincie";1,35;15;"130 - 140";25,3526694158408;"basismodel"
"3096";"Douglasspar";"DomWVL09192";"Rijckevelde";1,35;15;"130 - 140";28,1387904469546;"basismodel"
"3097";"Douglasspar";"DomWVL09226";"Tillegembos";1,35;15;"130 - 140";26,0913864095244;"basismodel"
"3098";"Douglasspar";"DomWVL09258";"Wijnendale";1,35;15;"130 - 140";28,0002195033075;"basismodel"
"3099";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";1,45;16;"140 - 150";24,8816510813077;"basismodel"
"3100";"Douglasspar";"DomANT09215";"Gewestbos Ravels";1,45;16;"140 - 150";25,1880423125179;"basismodel"
"3101";"Douglasspar";"DomANT09241";"Grotenhout";1,45;16;"140 - 150";22,8172749921514;"basismodel"
"3102";"Douglasspar";"DomANT09298";"Hoge Vijvers";1,45;16;"140 - 150";23,9329014449508;"basismodel"
"3103";"Douglasspar";"DomANT11111";"Postelse Bossen - Deelgebied Koninklijke Schenking";1,45;16;"140 - 150";25,8038111909116;"basismodel"
"3104";"Douglasspar";"DomLIM09325";"MD Kamp Beverlo";1,45;16;"140 - 150";29,2978719877983;"basismodel"
"3105";"Douglasspar";"DomLIM09471";"Pijnven";1,45;16;"140 - 150";25,2133602537354;"basismodel"
"3106";"Douglasspar";"DomOVL09051";"Drongengoed";1,45;16;"140 - 150";23,9941198461752;"basismodel"
"3107";"Douglasspar";"DomVBR09146";"Hallerbos";1,45;16;"140 - 150";30,920098903403;"basismodel"
"3108";"Douglasspar";"DomVBR09169";"Heverleebos";1,45;16;"140 - 150";30,4946881855697;"basismodel"
"3109";"Douglasspar";"DomVBR09186";"Kapucijnenbos";1,45;16;"140 - 150";33,7245502782944;"basismodel"
"3110";"Douglasspar";"DomVBR09243";"Meerdaalwoud";1,45;16;"140 - 150";30,271949222809;"basismodel"
"3111";"Douglasspar";"DomVBR09420";"Zoni?nwoud";1,45;16;"140 - 150";32,5392627771085;"basismodel"
"3112";"Douglasspar";"DomWVL09028";"Chartreuzinnenbossen";1,45;16;"140 - 150";30,7378261592432;"basismodel"
"3113";"Douglasspar";"DomWVL09073";"Helleketelbos";1,45;16;"140 - 150";25,5842468411023;"basismodel"
"3114";"Douglasspar";"DomWVL09093";"Kampagne";1,45;16;"140 - 150";22,0052778043553;"basismodel"
"3115";"Douglasspar";"DomWVL09125";"Bulskampveld provincie";1,45;16;"140 - 150";26,3937653518119;"basismodel"
"3116";"Douglasspar";"DomWVL09192";"Rijckevelde";1,45;16;"140 - 150";29,0125655581724;"basismodel"
"3117";"Douglasspar";"DomWVL09226";"Tillegembos";1,45;16;"140 - 150";26,7346454763301;"basismodel"
"3118";"Douglasspar";"DomWVL09258";"Wijnendale";1,45;16;"140 - 150";28,8966917256372;"basismodel"
"3119";"Douglasspar";"DomANT09118";"De Inslag - Eig. ANB";1,55;17;"150 - 160";25,5179770064232;"basismodel"
"3120";"Douglasspar";"DomANT09215";"Gewestbos Ravels";1,55;17;"150 - 160";26,0747516437819;"basismodel"
"3121";"Douglasspar";"DomANT09241";"Grotenhout";1,55;17;"150 - 160";23,7336264150372;"basismodel"
"3122";"Douglasspar";"DomANT09298";"Hoge Vijvers";1,55;17;"150 - 160";24,5453683936659;"basismodel"
