"";"BMS";"DOMEIN_ID";"BOS_BHI";"Omtrek";"OmtrekklassetypeID";"Omtrekklasse";"Hoogte";"Modeltype"
"1";"Amerikaanse eik";"DomANT09103";"Cruysveld";0,25;4;"20 - 30";6,38681521608385;"basismodel"
"2";"Amerikaanse eik";"DomANT09118";"De Inslag - Eig. ANB";0,25;4;"20 - 30";8,38881826754216;"basismodel"
"3";"Amerikaanse eik";"DomANT09215";"Gewestbos Ravels";0,25;4;"20 - 30";8,54944463455696;"basismodel"
"4";"Amerikaanse eik";"DomANT09241";"Grotenhout";0,25;4;"20 - 30";6,53095891201697;"basismodel"
"5";"Amerikaanse eik";"DomANT09267";"Herenbossen";0,25;4;"20 - 30";10,3795820644518;"basismodel"
"6";"Amerikaanse eik";"DomANT09270";"Hertberg West";0,25;4;"20 - 30";10,4891163608264;"basismodel"
"7";"Amerikaanse eik";"DomANT11042";"Hertberg Oost";0,25;4;"20 - 30";10,3950798413484;"basismodel"
"8";"Amerikaanse eik";"DomANT11116";"Park van Brasschaat";0,25;4;"20 - 30";7,82912975582134;"basismodel"
"9";"Amerikaanse eik";"DomLIM09145";"Rodenberg";0,25;4;"20 - 30";9,14298742322534;"basismodel"
"10";"Amerikaanse eik";"DomLIM09169";"Dilserheide";0,25;4;"20 - 30";8,49717867885402;"basismodel"
"11";"Amerikaanse eik";"DomLIM09243";"Gruitroderheide";0,25;4;"20 - 30";8,48161391140348;"basismodel"
"12";"Amerikaanse eik";"DomLIM09325";"MD Kamp Beverlo";0,25;4;"20 - 30";9,82480429787048;"basismodel"
"13";"Amerikaanse eik";"DomLIM09354";"Koerselseheide";0,25;4;"20 - 30";14,7678992162795;"basismodel"
"14";"Amerikaanse eik";"DomLIM09449";"Op  t Stort";0,25;4;"20 - 30";9,16789508211918;"basismodel"
"15";"Amerikaanse eik";"DomLIM09460";"Ophovenderheide";0,25;4;"20 - 30";8,40513760332812;"basismodel"
"16";"Amerikaanse eik";"DomLIM09470";"Pietersembos";0,25;4;"20 - 30";9,28503389885347;"basismodel"
"17";"Amerikaanse eik";"DomLIM09471";"Pijnven";0,25;4;"20 - 30";9,48507291757958;"basismodel"
"18";"Amerikaanse eik";"DomLIM09500";"Schoonbeek";0,25;4;"20 - 30";9,08877431419904;"basismodel"
"19";"Amerikaanse eik";"DomLIM09559";"Van Soest";0,25;4;"20 - 30";7,46376655412365;"basismodel"
"20";"Amerikaanse eik";"DomLIM09593";"Wetsberg";0,25;4;"20 - 30";9,52888842672295;"basismodel"
"21";"Amerikaanse eik";"DomLIM09641";"Galgenberg en Molenveld";0,25;4;"20 - 30";9,64574710062908;"basismodel"
"22";"Amerikaanse eik";"DomLIM09642";"Schietveld Helchteren";0,25;4;"20 - 30";7,54381837150145;"basismodel"
"23";"Amerikaanse eik";"DomLIM13010";"Grote Heide - Zuid";0,25;4;"20 - 30";9,50673244559977;"basismodel"
"24";"Amerikaanse eik";"DomLIM13140";"Klitsberg";0,25;4;"20 - 30";17,6060702646628;"basismodel"
"25";"Amerikaanse eik";"DomOVL09005";"Makegemse bossen";0,25;4;"20 - 30";12,1882106780073;"basismodel"
"26";"Amerikaanse eik";"DomOVL09051";"Drongengoed";0,25;4;"20 - 30";7,92275052773994;"basismodel"
"27";"Amerikaanse eik";"DomOVL09082";"Hooggoed";0,25;4;"20 - 30";6,82538319426133;"basismodel"
"28";"Amerikaanse eik";"DomOVL09093";"Raspailleboscomplex";0,25;4;"20 - 30";9,73458928946032;"basismodel"
"29";"Amerikaanse eik";"DomVBR09022";"Bertembos";0,25;4;"20 - 30";8,1548710604708;"basismodel"
"30";"Amerikaanse eik";"DomVBR09169";"Heverleebos";0,25;4;"20 - 30";14,9008442555829;"basismodel"
"31";"Amerikaanse eik";"DomVBR09243";"Meerdaalwoud";0,25;4;"20 - 30";14,705543947426;"basismodel"
"32";"Amerikaanse eik";"DomVBR09249";"Meetshovenbos";0,25;4;"20 - 30";10,8171667937015;"basismodel"
"33";"Amerikaanse eik";"DomWVL09073";"Helleketelbos";0,25;4;"20 - 30";8,7011343400251;"basismodel"
"34";"Amerikaanse eik";"DomWVL09125";"Bulskampveld provincie";0,25;4;"20 - 30";8,03784854139796;"basismodel"
"35";"Amerikaanse eik";"DomWVL09192";"Rijckevelde";0,25;4;"20 - 30";11,923915687862;"basismodel"
"36";"Amerikaanse eik";"DomANT09103";"Cruysveld";0,35;5;"30 - 40";11,1953331311099;"basismodel"
"37";"Amerikaanse eik";"DomANT09118";"De Inslag - Eig. ANB";0,35;5;"30 - 40";11,8878220957408;"basismodel"
"38";"Amerikaanse eik";"DomANT09215";"Gewestbos Ravels";0,35;5;"30 - 40";11,3328217770419;"basismodel"
"39";"Amerikaanse eik";"DomANT09241";"Grotenhout";0,35;5;"30 - 40";9,81158230040895;"basismodel"
"40";"Amerikaanse eik";"DomANT09267";"Herenbossen";0,35;5;"30 - 40";14,024549700425;"basismodel"
"41";"Amerikaanse eik";"DomANT09270";"Hertberg West";0,35;5;"30 - 40";12,8421037837229;"basismodel"
"42";"Amerikaanse eik";"DomANT09515";"Peerdsbos";0,35;5;"30 - 40";11,3931379366145;"basismodel"
"43";"Amerikaanse eik";"DomANT11042";"Hertberg Oost";0,35;5;"30 - 40";13,2580606483458;"basismodel"
"44";"Amerikaanse eik";"DomANT11116";"Park van Brasschaat";0,35;5;"30 - 40";10,906540970194;"basismodel"
"45";"Amerikaanse eik";"DomLIM09145";"Rodenberg";0,35;5;"30 - 40";12,8373588640101;"basismodel"
"46";"Amerikaanse eik";"DomLIM09169";"Dilserheide";0,35;5;"30 - 40";11,5255714621995;"basismodel"
"47";"Amerikaanse eik";"DomLIM09243";"Gruitroderheide";0,35;5;"30 - 40";11,0167119145173;"basismodel"
"48";"Amerikaanse eik";"DomLIM09325";"MD Kamp Beverlo";0,35;5;"30 - 40";12,9573961969146;"basismodel"
"49";"Amerikaanse eik";"DomLIM09354";"Koerselseheide";0,35;5;"30 - 40";15,1377442620396;"basismodel"
"50";"Amerikaanse eik";"DomLIM09449";"Op  t Stort";0,35;5;"30 - 40";11,1650968337082;"basismodel"
"51";"Amerikaanse eik";"DomLIM09460";"Ophovenderheide";0,35;5;"30 - 40";11,4476148451466;"basismodel"
"52";"Amerikaanse eik";"DomLIM09470";"Pietersembos";0,35;5;"30 - 40";11,5679055171293;"basismodel"
"53";"Amerikaanse eik";"DomLIM09471";"Pijnven";0,35;5;"30 - 40";11,8957893230909;"basismodel"
"54";"Amerikaanse eik";"DomLIM09500";"Schoonbeek";0,35;5;"30 - 40";12,828306716295;"basismodel"
"55";"Amerikaanse eik";"DomLIM09559";"Van Soest";0,35;5;"30 - 40";10,4225361350074;"basismodel"
"56";"Amerikaanse eik";"DomLIM09593";"Wetsberg";0,35;5;"30 - 40";12,7434704180901;"basismodel"
"57";"Amerikaanse eik";"DomLIM09641";"Galgenberg en Molenveld";0,35;5;"30 - 40";12,0157795979091;"basismodel"
"58";"Amerikaanse eik";"DomLIM09642";"Schietveld Helchteren";0,35;5;"30 - 40";12,1779957700959;"basismodel"
"59";"Amerikaanse eik";"DomLIM13010";"Grote Heide - Zuid";0,35;5;"30 - 40";12,4810060801277;"basismodel"
"60";"Amerikaanse eik";"DomLIM13140";"Klitsberg";0,35;5;"30 - 40";18,1935955745968;"basismodel"
"61";"Amerikaanse eik";"DomOVL09005";"Makegemse bossen";0,35;5;"30 - 40";15,5292399915106;"basismodel"
"62";"Amerikaanse eik";"DomOVL09051";"Drongengoed";0,35;5;"30 - 40";11,3069031725517;"basismodel"
"63";"Amerikaanse eik";"DomOVL09082";"Hooggoed";0,35;5;"30 - 40";10,1016952347955;"basismodel"
"64";"Amerikaanse eik";"DomOVL09093";"Raspailleboscomplex";0,35;5;"30 - 40";14,2595137767082;"basismodel"
"65";"Amerikaanse eik";"DomVBR09022";"Bertembos";0,35;5;"30 - 40";11,9843299999061;"basismodel"
"66";"Amerikaanse eik";"DomVBR09169";"Heverleebos";0,35;5;"30 - 40";17,1345613037647;"basismodel"
"67";"Amerikaanse eik";"DomVBR09243";"Meerdaalwoud";0,35;5;"30 - 40";16,6979286775673;"basismodel"
"68";"Amerikaanse eik";"DomVBR09249";"Meetshovenbos";0,35;5;"30 - 40";13,9416064330251;"basismodel"
"69";"Amerikaanse eik";"DomWVL09073";"Helleketelbos";0,35;5;"30 - 40";12,3394518925459;"basismodel"
"70";"Amerikaanse eik";"DomWVL09125";"Bulskampveld provincie";0,35;5;"30 - 40";10,5670829895292;"basismodel"
"71";"Amerikaanse eik";"DomWVL09140";"Munitiedepot Houthulst";0,35;5;"30 - 40";10,5432851638278;"basismodel"
"72";"Amerikaanse eik";"DomWVL09192";"Rijckevelde";0,35;5;"30 - 40";14,2492525427062;"basismodel"
"73";"Amerikaanse eik";"DomANT09103";"Cruysveld";0,45;6;"40 - 50";14,3851642148566;"basismodel"
"74";"Amerikaanse eik";"DomANT09118";"De Inslag - Eig. ANB";0,45;6;"40 - 50";14,2300084204141;"basismodel"
"75";"Amerikaanse eik";"DomANT09215";"Gewestbos Ravels";0,45;6;"40 - 50";13,3438307753042;"basismodel"
"76";"Amerikaanse eik";"DomANT09241";"Grotenhout";0,45;6;"40 - 50";12,166401019488;"basismodel"
"77";"Amerikaanse eik";"DomANT09267";"Herenbossen";0,45;6;"40 - 50";16,7455541694463;"basismodel"
"78";"Amerikaanse eik";"DomANT09270";"Hertberg West";0,45;6;"40 - 50";14,7485480018107;"basismodel"
"79";"Amerikaanse eik";"DomANT09515";"Peerdsbos";0,45;6;"40 - 50";14,0343524483289;"basismodel"
"80";"Amerikaanse eik";"DomANT09741";"s Herenbos";0,45;6;"40 - 50";12,2943068680641;"basismodel"
"81";"Amerikaanse eik";"DomANT11042";"Hertberg Oost";0,45;6;"40 - 50";15,5549967279233;"basismodel"
"82";"Amerikaanse eik";"DomANT11116";"Park van Brasschaat";0,45;6;"40 - 50";13,0236893590961;"basismodel"
"83";"Amerikaanse eik";"DomLIM09145";"Rodenberg";0,45;6;"40 - 50";15,5266981536842;"basismodel"
"84";"Amerikaanse eik";"DomLIM09169";"Dilserheide";0,45;6;"40 - 50";13,8304582474962;"basismodel"
"85";"Amerikaanse eik";"DomLIM09243";"Gruitroderheide";0,45;6;"40 - 50";12,8156596839061;"basismodel"
"86";"Amerikaanse eik";"DomLIM09325";"MD Kamp Beverlo";0,45;6;"40 - 50";15,1450690685803;"basismodel"
"87";"Amerikaanse eik";"DomLIM09354";"Koerselseheide";0,45;6;"40 - 50";15,6511651961982;"basismodel"
"88";"Amerikaanse eik";"DomLIM09449";"Op  t Stort";0,45;6;"40 - 50";12,8186710245849;"basismodel"
"89";"Amerikaanse eik";"DomLIM09460";"Ophovenderheide";0,45;6;"40 - 50";13,6154958731061;"basismodel"
"90";"Amerikaanse eik";"DomLIM09470";"Pietersembos";0,45;6;"40 - 50";13,5237031213082;"basismodel"
"91";"Amerikaanse eik";"DomLIM09471";"Pijnven";0,45;6;"40 - 50";13,5914410776679;"basismodel"
"92";"Amerikaanse eik";"DomLIM09500";"Schoonbeek";0,45;6;"40 - 50";15,5315128396182;"basismodel"
"93";"Amerikaanse eik";"DomLIM09559";"Van Soest";0,45;6;"40 - 50";12,674148439936;"basismodel"
"94";"Amerikaanse eik";"DomLIM09593";"Wetsberg";0,45;6;"40 - 50";14,9273680800886;"basismodel"
"95";"Amerikaanse eik";"DomLIM09641";"Galgenberg en Molenveld";0,45;6;"40 - 50";13,7695273611819;"basismodel"
"96";"Amerikaanse eik";"DomLIM09642";"Schietveld Helchteren";0,45;6;"40 - 50";15,1771944568877;"basismodel"
"97";"Amerikaanse eik";"DomLIM13010";"Grote Heide - Zuid";0,45;6;"40 - 50";14,6209747562496;"basismodel"
"98";"Amerikaanse eik";"DomLIM13140";"Klitsberg";0,45;6;"40 - 50";18,7197346243433;"basismodel"
"99";"Amerikaanse eik";"DomOVL09005";"Makegemse bossen";0,45;6;"40 - 50";18,1185301067042;"basismodel"
"100";"Amerikaanse eik";"DomOVL09051";"Drongengoed";0,45;6;"40 - 50";13,6307423606853;"basismodel"
"101";"Amerikaanse eik";"DomOVL09082";"Hooggoed";0,45;6;"40 - 50";12,6731930640681;"basismodel"
"102";"Amerikaanse eik";"DomOVL09093";"Raspailleboscomplex";0,45;6;"40 - 50";17,1960632382275;"basismodel"
"103";"Amerikaanse eik";"DomVBR09022";"Bertembos";0,45;6;"40 - 50";14,6373889039278;"basismodel"
"104";"Amerikaanse eik";"DomVBR09169";"Heverleebos";0,45;6;"40 - 50";18,9809676312633;"basismodel"
"105";"Amerikaanse eik";"DomVBR09243";"Meerdaalwoud";0,45;6;"40 - 50";18,3645385474331;"basismodel"
"106";"Amerikaanse eik";"DomVBR09249";"Meetshovenbos";0,45;6;"40 - 50";16,2310671554966;"basismodel"
"107";"Amerikaanse eik";"DomWVL09073";"Helleketelbos";0,45;6;"40 - 50";14,8990634056892;"basismodel"
"108";"Amerikaanse eik";"DomWVL09125";"Bulskampveld provincie";0,45;6;"40 - 50";12,6669376683346;"basismodel"
"109";"Amerikaanse eik";"DomWVL09140";"Munitiedepot Houthulst";0,45;6;"40 - 50";13,5721035255421;"basismodel"
"110";"Amerikaanse eik";"DomWVL09192";"Rijckevelde";0,45;6;"40 - 50";15,9986536166817;"basismodel"
"111";"Amerikaanse eik";"DomANT09103";"Cruysveld";0,55;7;"50 - 60";16,6855509157851;"basismodel"
"112";"Amerikaanse eik";"DomANT09118";"De Inslag - Eig. ANB";0,55;7;"50 - 60";15,9336570742468;"basismodel"
"113";"Amerikaanse eik";"DomANT09127";"De Most - Balen";0,55;7;"50 - 60";12,0246403947341;"basismodel"
"114";"Amerikaanse eik";"DomANT09215";"Gewestbos Ravels";0,55;7;"50 - 60";14,9078855962291;"basismodel"
"115";"Amerikaanse eik";"DomANT09241";"Grotenhout";0,55;7;"50 - 60";13,9880432232981;"basismodel"
"116";"Amerikaanse eik";"DomANT09267";"Herenbossen";0,55;7;"50 - 60";18,9173392033474;"basismodel"
"117";"Amerikaanse eik";"DomANT09270";"Hertberg West";0,55;7;"50 - 60";16,3622853379601;"basismodel"
"118";"Amerikaanse eik";"DomANT09515";"Peerdsbos";0,55;7;"50 - 60";16,0807363464809;"basismodel"
"119";"Amerikaanse eik";"DomANT09741";"s Herenbos";0,55;7;"50 - 60";14,0850623150334;"basismodel"
"120";"Amerikaanse eik";"DomANT11042";"Hertberg Oost";0,55;7;"50 - 60";17,4864135146647;"basismodel"
"121";"Amerikaanse eik";"DomANT11116";"Park van Brasschaat";0,55;7;"50 - 60";14,6028192153644;"basismodel"
"122";"Amerikaanse eik";"DomLIM09145";"Rodenberg";0,55;7;"50 - 60";17,6310996448045;"basismodel"
"123";"Amerikaanse eik";"DomLIM09169";"Dilserheide";0,55;7;"50 - 60";15,6972464922948;"basismodel"
"124";"Amerikaanse eik";"DomLIM09243";"Gruitroderheide";0,55;7;"50 - 60";14,1940426633342;"basismodel"
"125";"Amerikaanse eik";"DomLIM09325";"MD Kamp Beverlo";0,55;7;"50 - 60";16,7985077676998;"basismodel"
"126";"Amerikaanse eik";"DomLIM09354";"Koerselseheide";0,55;7;"50 - 60";16,2067532937127;"basismodel"
"127";"Amerikaanse eik";"DomLIM09449";"Op  t Stort";0,55;7;"50 - 60";14,238397644911;"basismodel"
"128";"Amerikaanse eik";"DomLIM09460";"Ophovenderheide";0,55;7;"50 - 60";15,2823058916136;"basismodel"
"129";"Amerikaanse eik";"DomLIM09470";"Pietersembos";0,55;7;"50 - 60";15,239307018134;"basismodel"
"130";"Amerikaanse eik";"DomLIM09471";"Pijnven";0,55;7;"50 - 60";14,8809617214006;"basismodel"
"131";"Amerikaanse eik";"DomLIM09500";"Schoonbeek";0,55;7;"50 - 60";17,6347900106597;"basismodel"
"132";"Amerikaanse eik";"DomLIM09559";"Van Soest";0,55;7;"50 - 60";14,497616683198;"basismodel"
"133";"Amerikaanse eik";"DomLIM09593";"Wetsberg";0,55;7;"50 - 60";16,5378732436636;"basismodel"
"134";"Amerikaanse eik";"DomLIM09641";"Galgenberg en Molenveld";0,55;7;"50 - 60";15,159765791374;"basismodel"
"135";"Amerikaanse eik";"DomLIM09642";"Schietveld Helchteren";0,55;7;"50 - 60";17,2882686396329;"basismodel"
"136";"Amerikaanse eik";"DomLIM13009";"Grote Heide - Noord";0,55;7;"50 - 60";16,5972172211302;"basismodel"
"137";"Amerikaanse eik";"DomLIM13010";"Grote Heide - Zuid";0,55;7;"50 - 60";16,2796374469907;"basismodel"
"138";"Amerikaanse eik";"DomLIM13140";"Klitsberg";0,55;7;"50 - 60";19,1934575728716;"basismodel"
"139";"Amerikaanse eik";"DomOVL09005";"Makegemse bossen";0,55;7;"50 - 60";20,2436579135533;"basismodel"
"140";"Amerikaanse eik";"DomOVL09051";"Drongengoed";0,55;7;"50 - 60";15,3611472694123;"basismodel"
"141";"Amerikaanse eik";"DomOVL09082";"Hooggoed";0,55;7;"50 - 60";14,8028691653938;"basismodel"
"142";"Amerikaanse eik";"DomOVL09093";"Raspailleboscomplex";0,55;7;"50 - 60";19,2687500998931;"basismodel"
"143";"Amerikaanse eik";"DomVBR09022";"Bertembos";0,55;7;"50 - 60";16,6285929258899;"basismodel"
"144";"Amerikaanse eik";"DomVBR09169";"Heverleebos";0,55;7;"50 - 60";20,5646001882699;"basismodel"
"145";"Amerikaanse eik";"DomVBR09243";"Meerdaalwoud";0,55;7;"50 - 60";19,804887022634;"basismodel"
"146";"Amerikaanse eik";"DomVBR09249";"Meetshovenbos";0,55;7;"50 - 60";18,0320186646817;"basismodel"
"147";"Amerikaanse eik";"DomWVL09073";"Helleketelbos";0,55;7;"50 - 60";16,8459325548952;"basismodel"
"148";"Amerikaanse eik";"DomWVL09125";"Bulskampveld provincie";0,55;7;"50 - 60";14,4730371698323;"basismodel"
"149";"Amerikaanse eik";"DomWVL09140";"Munitiedepot Houthulst";0,55;7;"50 - 60";15,8127904398438;"basismodel"
"150";"Amerikaanse eik";"DomWVL09192";"Rijckevelde";0,55;7;"50 - 60";17,40325006095;"basismodel"
"151";"Amerikaanse eik";"DomANT09103";"Cruysveld";0,65;8;"60 - 70";18,4335252964639;"basismodel"
"152";"Amerikaanse eik";"DomANT09118";"De Inslag - Eig. ANB";0,65;8;"60 - 70";17,2391057191575;"basismodel"
"153";"Amerikaanse eik";"DomANT09127";"De Most - Balen";0,65;8;"60 - 70";13,1139612224864;"basismodel"
"154";"Amerikaanse eik";"DomANT09215";"Gewestbos Ravels";0,65;8;"60 - 70";16,1816818593604;"basismodel"
"155";"Amerikaanse eik";"DomANT09241";"Grotenhout";0,65;8;"60 - 70";15,4648027046316;"basismodel"
"156";"Amerikaanse eik";"DomANT09267";"Herenbossen";0,65;8;"60 - 70";20,7246978181002;"basismodel"
"157";"Amerikaanse eik";"DomANT09270";"Hertberg West";0,65;8;"60 - 70";17,7676393554763;"basismodel"
"158";"Amerikaanse eik";"DomANT09515";"Peerdsbos";0,65;8;"60 - 70";17,7419193717316;"basismodel"
"159";"Amerikaanse eik";"DomANT09741";"s Herenbos";0,65;8;"60 - 70";15,564632330868;"basismodel"
"160";"Amerikaanse eik";"DomANT11042";"Hertberg Oost";0,65;8;"60 - 70";19,1602098124017;"basismodel"
"161";"Amerikaanse eik";"DomANT11116";"Park van Brasschaat";0,65;8;"60 - 70";15,8419748167256;"basismodel"
"162";"Amerikaanse eik";"DomLIM09145";"Rodenberg";0,65;8;"60 - 70";19,3538495825485;"basismodel"
"163";"Amerikaanse eik";"DomLIM09169";"Dilserheide";0,65;8;"60 - 70";17,269169158306;"basismodel"
"164";"Amerikaanse eik";"DomLIM09243";"Gruitroderheide";0,65;8;"60 - 70";15,3022013620216;"basismodel"
"165";"Amerikaanse eik";"DomLIM09325";"MD Kamp Beverlo";0,65;8;"60 - 70";18,1117124217339;"basismodel"
"166";"Amerikaanse eik";"DomLIM09354";"Koerselseheide";0,65;8;"60 - 70";16,7679012725501;"basismodel"
"167";"Amerikaanse eik";"DomLIM09449";"Op  t Stort";0,65;8;"60 - 70";15,4875938493108;"basismodel"
"168";"Amerikaanse eik";"DomLIM09460";"Ophovenderheide";0,65;8;"60 - 70";16,6264015600183;"basismodel"
"169";"Amerikaanse eik";"DomLIM09470";"Pietersembos";0,65;8;"60 - 70";16,7717651252256;"basismodel"
"170";"Amerikaanse eik";"DomLIM09471";"Pijnven";0,65;8;"60 - 70";15,9108219377406;"basismodel"
"171";"Amerikaanse eik";"DomLIM09500";"Schoonbeek";0,65;8;"60 - 70";19,3483432761142;"basismodel"
"172";"Amerikaanse eik";"DomLIM09559";"Van Soest";0,65;8;"60 - 70";16,0329473075112;"basismodel"
"173";"Amerikaanse eik";"DomLIM09593";"Wetsberg";0,65;8;"60 - 70";17,7883000151779;"basismodel"
"174";"Amerikaanse eik";"DomLIM09641";"Galgenberg en Molenveld";0,65;8;"60 - 70";16,3102676895073;"basismodel"
"175";"Amerikaanse eik";"DomLIM09642";"Schietveld Helchteren";0,65;8;"60 - 70";18,8535201327813;"basismodel"
"176";"Amerikaanse eik";"DomLIM13009";"Grote Heide - Noord";0,65;8;"60 - 70";17,8264980226907;"basismodel"
"177";"Amerikaanse eik";"DomLIM13010";"Grote Heide - Zuid";0,65;8;"60 - 70";17,6265276305426;"basismodel"
"178";"Amerikaanse eik";"DomLIM13140";"Klitsberg";0,65;8;"60 - 70";19,6241304784087;"basismodel"
"179";"Amerikaanse eik";"DomOVL09005";"Makegemse bossen";0,65;8;"60 - 70";22,0518065167231;"basismodel"
"180";"Amerikaanse eik";"DomOVL09051";"Drongengoed";0,65;8;"60 - 70";16,7169137272218;"basismodel"
"181";"Amerikaanse eik";"DomOVL09082";"Hooggoed";0,65;8;"60 - 70";16,6275067286934;"basismodel"
"182";"Amerikaanse eik";"DomOVL09093";"Raspailleboscomplex";0,65;8;"60 - 70";20,8099266192293;"basismodel"
"183";"Amerikaanse eik";"DomVBR09022";"Bertembos";0,65;8;"60 - 70";18,2000618645392;"basismodel"
"184";"Amerikaanse eik";"DomVBR09169";"Heverleebos";0,65;8;"60 - 70";21,956971703562;"basismodel"
"185";"Amerikaanse eik";"DomVBR09243";"Meerdaalwoud";0,65;8;"60 - 70";21,0781676460799;"basismodel"
"186";"Amerikaanse eik";"DomVBR09249";"Meetshovenbos";0,65;8;"60 - 70";19,5128858185104;"basismodel"
"187";"Amerikaanse eik";"DomWVL09073";"Helleketelbos";0,65;8;"60 - 70";18,4010028329107;"basismodel"
"188";"Amerikaanse eik";"DomWVL09125";"Bulskampveld provincie";0,65;8;"60 - 70";16,0642159407089;"basismodel"
"189";"Amerikaanse eik";"DomWVL09140";"Munitiedepot Houthulst";0,65;8;"60 - 70";17,5577082379746;"basismodel"
"190";"Amerikaanse eik";"DomWVL09192";"Rijckevelde";0,65;8;"60 - 70";18,5777798768319;"basismodel"
"191";"Amerikaanse eik";"DomANT09103";"Cruysveld";0,75;9;"70 - 80";19,81017090985;"basismodel"
"192";"Amerikaanse eik";"DomANT09118";"De Inslag - Eig. ANB";0,75;9;"70 - 80";18,2758706590594;"basismodel"
"193";"Amerikaanse eik";"DomANT09127";"De Most - Balen";0,75;9;"70 - 80";14,0076970522885;"basismodel"
"194";"Amerikaanse eik";"DomANT09215";"Gewestbos Ravels";0,75;9;"70 - 80";17,2524254386418;"basismodel"
"195";"Amerikaanse eik";"DomANT09241";"Grotenhout";0,75;9;"70 - 80";16,7011182345839;"basismodel"
"196";"Amerikaanse eik";"DomANT09267";"Herenbossen";0,75;9;"70 - 80";22,2724682528461;"basismodel"
"197";"Amerikaanse eik";"DomANT09270";"Hertberg West";0,75;9;"70 - 80";19,016245725036;"basismodel"
"198";"Amerikaanse eik";"DomANT09425";"Mastenbos";0,75;9;"70 - 80";14,51633791854;"basismodel"
"199";"Amerikaanse eik";"DomANT09515";"Peerdsbos";0,75;9;"70 - 80";19,1342862011459;"basismodel"
"200";"Amerikaanse eik";"DomANT09741";"s Herenbos";0,75;9;"70 - 80";16,8239634890595;"basismodel"
"201";"Amerikaanse eik";"DomANT11042";"Hertberg Oost";0,75;9;"70 - 80";20,6416437764232;"basismodel"
"202";"Amerikaanse eik";"DomANT11116";"Park van Brasschaat";0,75;9;"70 - 80";16,8489494895274;"basismodel"
"203";"Amerikaanse eik";"DomLIM09145";"Rodenberg";0,75;9;"70 - 80";20,8085420409762;"basismodel"
"204";"Amerikaanse eik";"DomLIM09169";"Dilserheide";0,75;9;"70 - 80";18,6286046791019;"basismodel"
"205";"Amerikaanse eik";"DomLIM09243";"Gruitroderheide";0,75;9;"70 - 80";16,2230595896324;"basismodel"
"206";"Amerikaanse eik";"DomLIM09325";"MD Kamp Beverlo";0,75;9;"70 - 80";19,1909248076857;"basismodel"
"207";"Amerikaanse eik";"DomLIM09354";"Koerselseheide";0,75;9;"70 - 80";17,319851035691;"basismodel"
"208";"Amerikaanse eik";"DomLIM09449";"Op  t Stort";0,75;9;"70 - 80";16,6063001051089;"basismodel"
"209";"Amerikaanse eik";"DomLIM09460";"Ophovenderheide";0,75;9;"70 - 80";17,7463520821313;"basismodel"
"210";"Amerikaanse eik";"DomLIM09470";"Pietersembos";0,75;9;"70 - 80";18,1598142768277;"basismodel"
"211";"Amerikaanse eik";"DomLIM09471";"Pijnven";0,75;9;"70 - 80";16,7614855879742;"basismodel"
"212";"Amerikaanse eik";"DomLIM09500";"Schoonbeek";0,75;9;"70 - 80";20,7891893403812;"basismodel"
"213";"Amerikaanse eik";"DomLIM09559";"Van Soest";0,75;9;"70 - 80";17,3606553283575;"basismodel"
"214";"Amerikaanse eik";"DomLIM09593";"Wetsberg";0,75;9;"70 - 80";18,7942018972439;"basismodel"
"215";"Amerikaanse eik";"DomLIM09641";"Galgenberg en Molenveld";0,75;9;"70 - 80";17,2908601648219;"basismodel"
"216";"Amerikaanse eik";"DomLIM09642";"Schietveld Helchteren";0,75;9;"70 - 80";20,0554903959607;"basismodel"
"217";"Amerikaanse eik";"DomLIM13009";"Grote Heide - Noord";0,75;9;"70 - 80";18,8411157572327;"basismodel"
"218";"Amerikaanse eik";"DomLIM13010";"Grote Heide - Zuid";0,75;9;"70 - 80";18,7557913982234;"basismodel"
"219";"Amerikaanse eik";"DomLIM13140";"Klitsberg";0,75;9;"70 - 80";20,0192840247152;"basismodel"
"220";"Amerikaanse eik";"DomOVL09005";"Makegemse bossen";0,75;9;"70 - 80";23,6288873631623;"basismodel"
"221";"Amerikaanse eik";"DomOVL09051";"Drongengoed";0,75;9;"70 - 80";17,8170433898258;"basismodel"
"222";"Amerikaanse eik";"DomOVL09082";"Hooggoed";0,75;9;"70 - 80";18,2278899407075;"basismodel"
"223";"Amerikaanse eik";"DomOVL09093";"Raspailleboscomplex";0,75;9;"70 - 80";21,9969684612489;"basismodel"
"224";"Amerikaanse eik";"DomVBR09022";"Bertembos";0,75;9;"70 - 80";19,4839485285342;"basismodel"
"225";"Amerikaanse eik";"DomVBR09169";"Heverleebos";0,75;9;"70 - 80";23,2031842823612;"basismodel"
"226";"Amerikaanse eik";"DomVBR09243";"Meerdaalwoud";0,75;9;"70 - 80";22,222502634551;"basismodel"
"227";"Amerikaanse eik";"DomVBR09249";"Meetshovenbos";0,75;9;"70 - 80";20,7681326854781;"basismodel"
"228";"Amerikaanse eik";"DomWVL09073";"Helleketelbos";0,75;9;"70 - 80";19,6856601613614;"basismodel"
"229";"Amerikaanse eik";"DomWVL09125";"Bulskampveld provincie";0,75;9;"70 - 80";17,4905616039172;"basismodel"
"230";"Amerikaanse eik";"DomWVL09140";"Munitiedepot Houthulst";0,75;9;"70 - 80";18,9654347794762;"basismodel"
